samocc,zone,strata,count_site_id,area_hectare,longitude,latitude,depth_finish,holothuria_ananas,holothuria anax,actinopyga_palauensis,bohadschia_argus,holothuria_atra,bohadschia_ocellata,stichopus_chloronotus,holothuria_coluber,holothuria_dofleini,actinopyga_echinites,holothuria_edulis,holothuria_fuscogilva,holothuria_fuscopunctata,pearsonothuria_graeffei,stichopus_herrmanni,stichopus_horrens,actinopyga_lecanora,holothuria_lessoni,holothuria_marmorata,actinopyga_mauritiana,actinopyga_miliaris,holothuria_scabra,stichopus_vastus,bohadschia_vitiensis,holothuria_whitmaei,stichopus_chloronotus
2002,Barrier,Reef edge,25,4263.384,144.0455824,-10.1864096,17.76,16.9047619,2,0,9.5,7.976190476,0,1.5,0,0,1,1,0,2.976190476,5,0,0,0,0,0,0,0.5,0,0,0,6.452380952,7.5
2002,Barrier,Reef top,2,2599.6257,143.949195,-10.411155,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Barrier,Reef top buffer (200 m),14,9341.0578,143.9927236,-10.30032714,0,31.25,4.464285714,0,8.928571429,35.71428571,0,0,0,0,0,4.464285714,0,4.464285714,4.464285714,0,0,0,0,0,0,0,0,0,0,8.928571429,0
2002,Cumberland,Reef edge,48,4679.3081,143.741015,-9.99697625,17.57291667,0.78125,2.083333333,0,3.645833333,1.822916667,0,0.260416667,3.385416667,0,1.302083333,61.97916667,4.6875,2.34375,1.822916667,21.875,0,0,0,0,0,0,0,11.71875,0.260416667,0.260416667,244.7916667
2002,Cumberland,Reef top,54,30938.7525,143.6748,-10.03228556,0.314814815,1.157407407,0,0,0,99.88425926,0,46.2962963,1.967592593,0,1.157407407,10.41666667,0,0,0,4.62962963,0,0,0,0,3.472222222,1.157407407,0,5.787037037,0,2.314814815,266.2037037
2002,Cumberland,Reef top buffer (200 m),49,13368.17,143.7041773,-10.00617837,0,0,0,0,11.47959184,33.80102041,0,58.67346939,38.26530612,0,1.275510204,24.23469388,0,2.551020408,0,10.20408163,0,0,2.551020408,0,1.275510204,0,0,1.275510204,0,1.275510204,808.0357143
2002,Darnley,Reef edge,42,3968.1495,143.7247143,-9.651289048,16.16666667,0.975581926,3.463203463,0,4.009250545,3.251371548,0,0.686028898,3.364600326,0,0.297619048,23.21428571,4.464285714,1.871501419,5.442026805,24.6414088,0,0.297619048,0.595238095,0,1.141031492,0,0,13.1860289,0,0.297619048,288.7634001
2002,Darnley,Reef top,51,16169.2692,143.7377996,-9.643168235,0.607843137,0,0,0,3.676470588,44.73039216,0,21.07843137,0,0,0,1.704014939,0,0,1.225490196,13.48039216,0,0,1.225490196,0,0,1.225490196,0,7.352941176,0,0,37.74509804
2002,Darnley,Reef top buffer (200 m),36,10702.8236,143.7342903,-9.638923056,0,0,0,0,12.15277778,6.944444444,0,20.83333333,0,0,0,10.41666667,0,1.736111111,0,3.472222222,0,0,0,0,3.472222222,0,0,0,0,3.472222222,493.0555556
2002,Don Cay,Reef edge,30,2452.4908,144.0675397,-9.71537,18.88333333,4.583333333,10.13897867,0,10.77380952,9.008205846,0,2.083333333,2.083333333,0,2.023809524,59.42505207,9.404761905,23.67135316,10.69453422,5.773809524,0,0,0,0,0,0,0,0.416666667,0.416666667,4.087481146,22.5
2002,Don Cay,Reef top,17,5213.6347,144.0570929,-9.74565,1.705882353,2.871148459,0,0,24.92997199,63.16526611,0,24.26470588,0.735294118,0,0,20.41316527,11.72969188,35.78431373,2.170868347,0.735294118,0,0.735294118,0,0,0,0,0,0,0,18.31232493,114.7058824
2002,Don Cay,Reef top buffer (200 m),31,6936.9415,144.0852152,-9.67647129,0,18.14516129,10.08064516,0,24.19354839,27.21774194,0,24.19354839,0,0,0,47.37903226,16.12903226,60.48387097,2.016129032,11.08870968,0,0,0,0,0,2.016129032,0,0,0,0,44.35483871
2002,Great North East Channel,Reef edge,8,1715.7579,143.3525888,-10.02345,19.25,0,0,0,10.9375,4.6875,0,3.125,5.707762557,0,0,123.7775875,0,0,0,25.99777487,0,0,0,0,0,0,0,3.805175038,0,0,425.4330497
2002,Great North East Channel,Reef top,4,7699.7486,143.3528225,-10.018465,1.25,0,0,0,0,102.0833333,0,0,20.83333333,0,0,8.333333333,0,0,0,0,0,0,15.625,0,0,15.625,0,0,0,0,95.83333333
2002,Great North East Channel,Reef top buffer (200 m),4,5057.0385,143.3904325,-9.93643,0,0,0,0,15.625,171.875,0,203.125,62.5,0,0,46.875,0,0,0,0,0,0,0,0,0,0,0,15.625,0,0,343.75
2002,Seven Reefs,Reef edge,6,1374.2486,143.5759817,-10.38945167,18,0,0,0,0,10.41666667,0,0,0,0,0,16.07142857,7.936507937,1.984126984,0,3.968253968,0,0,0,0,0,1.984126984,0,0,0,0,0
2002,Seven Reefs,Reef top,8,7384.4564,143.5671438,-10.3814075,3.5,0,0,0,0,78.125,0,0,0,0,0,0,0,0,0,1.488095238,0,0,0,0,0,0,0,0,0,0,0
2002,Seven Reefs,Reef top buffer (200 m),5,4984.565,143.575966,-10.372284,0,0,25,0,0,12.5,0,0,0,0,0,67.5,5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0
2005,Barrier,Reef edge,9,4263.384,143.9333967,-10.40175889,18.33333333,12.25104644,3.542204996,0,8.333333333,2.777777778,0,8.568875893,0,0,0,8.568875893,0,0,2.072968491,0,0,0,0,0,0,1.388888889,0,0,0,19.58440999,20.83333333
2005,Barrier,Reef top buffer (200 m),11,9341.0578,143.9287782,-10.42138091,0.272727273,11.36363636,0,0,11.36363636,34.09090909,0,17.04545455,0,0,0,0,0,0,11.36363636,0,0,0,0,0,0,0,0,0,0,5.681818182,28.40909091
2005,Cumberland,Reef edge,11,4679.3081,143.78475,-9.98353,18.36363636,5.233002292,7.954545455,0,5.032467532,2.473262032,0,0,3.409090909,0,0,114.9274706,2.272727273,5.681818182,0,32.39662986,0,0,0,0,0,0,0,4.062276306,0,0,102.7310924
2005,Cumberland,Reef top,16,30938.7525,143.6790763,-10.03093375,0.175,0,0,0,19.53125,70.3125,0,23.4375,7.8125,0,0,7.8125,0,0,0,19.53125,0,0,0,0,0,3.90625,0,19.53125,0,0,761.71875
2005,Cumberland,Reef top buffer (200 m),12,13368.17,143.7218817,-10.01531333,0,0,0,0,0,31.25,0,72.91666667,31.25,0,5.208333333,31.25,0,0,0,5.208333333,0,0,0,0,0,0,0,0,0,0,536.4583333
2005,Darnley,Reef edge,7,3968.1495,143.7208086,-9.67009,19.66666667,0,0,0,5.357142857,0,0,0,0,0,0,58.10406354,2.380952381,4.231898239,0,27.51621196,0,0,0,0,0,0,0,16.07142857,0,0,109.6379648
2005,Darnley,Reef top,6,16169.2692,143.7648767,-9.612206667,0,0,0,0,0,20.83333333,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333
2005,Darnley,Reef top buffer (200 m),8,10702.8236,143.750675,-9.63431,0,0,0,0,0,62.5,0,140.625,140.625,0,0,0,0,0,7.8125,7.8125,0,0,0,0,0,0,0,0,0,7.8125,257.8125
2005,Don Cay,Reef edge,11,2452.4908,144.07537,-9.75938,19.4,23.30438822,17.9246365,0,13.68974097,13.36153934,0,2.272727273,0,0,0,44.42549414,15.29668739,15.08373019,11.15972381,14.18690006,0,0,0,0,0,1.136363636,0,0,0,1.136363636,12.5
2005,Don Cay,Reef top,9,5213.6347,144.0660644,-9.755468889,0,0,0,0,34.72222222,93.75,0,41.66666667,0,0,0,27.77777778,0,48.61111111,13.88888889,0,0,0,0,0,0,27.77777778,0,0,0,6.944444444,128.4722222
2005,Don Cay,Reef top buffer (200 m),17,6936.9415,144.1168129,-9.651585294,0,25.73529412,0,0,14.70588235,33.08823529,0,25.73529412,0,0,0,29.41176471,14.70588235,69.85294118,0,11.02941176,0,0,0,0,0,7.352941176,0,0,0,0,47.79411765
2005,Seven Reefs,Reef edge,2,1374.2486,143.580085,-10.3784,20,0,6.25,0,0,0,0,0,0,0,0,13.87195122,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Seven Reefs,Reef top,4,7384.4564,143.55918,-10.3741275,0,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Seven Reefs,Reef top buffer (200 m),4,4984.565,143.5738825,-10.3711775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Cumberland,Reef edge,17,4679.3081,143.8497535,-9.979095294,16.55882353,1.470588235,1.652346332,0,10.29411765,16.17647059,0,0,1.470588235,0,0,72.7307777,13.9623265,5.882352941,12.25490196,25.14005602,0,0,0,0,0,0,0,0,0,0,307.3529412
2009,Cumberland,Reef top,8,30938.7525,143.79257,-10.00024625,2.9,0,0,0,0,179.6875,0,226.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,295.1388889
2009,Cumberland,Reef top buffer (200 m),12,13368.17,143.8750767,-9.9733075,3.033333333,10.41666667,0,0,18.22916667,31.25,0,111.9791667,0,0,0,10.41666667,0,0,0,31.25,0,0,0,0,0,0,0,0,0,12.08333333,450.5208333
2009,Darnley,Reef edge,14,3968.1495,143.7120207,-9.766372857,15.4,1.785714286,0,0,42.5279086,1.785714286,0,23.21428571,7.142857143,0,4.464285714,35.00157091,0,10.71428571,8.339874411,33.21858864,0,0,0,0,0,0,0,5.357142857,0,1.984126984,342.1572475
2009,Darnley,Reef top,9,16169.2692,143.7861322,-9.731628889,2.822222222,0,0,0,13.88888889,243.0555556,0,111.1111111,0,0,0,13.88888889,0,0,0,6.944444444,0,0,0,0,0,0,0,6.944444444,0,0,0
2009,Darnley,Reef top buffer (200 m),12,10702.8236,143.736495,-9.6841275,3.55,0,0,0,29.16666667,72.91666667,0,107.8125,20.83333333,0,3.75,12.91666667,0,0,0,12.25490196,0,0,0,0,0,13.75,0,0,0,2.326388889,347.9166667
2009,Don Cay,Reef edge,5,2452.4908,144.029216,-9.836648,14.52,15,25,0,46.66666667,97.61904762,0,50,0,0,0,10,5,10,0,10,0,0,0,0,3.571428571,0,0,0,0,0,166.6666667
2009,Don Cay,Reef top,4,5213.6347,144.0134375,-9.835065,1.65,0,0,0,15.625,125,0,78.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.625,140.625
2009,Don Cay,Reef top buffer (200 m),2,6936.9415,144.01608,-9.817625,1.75,0,0,0,0,62.5,0,229.1666667,0,0,20.83333333,0,0,0,0,41.66666667,0,0,0,0,0,0,0,0,0,0,416.6666667
2009,Great North East Channel,Reef edge,5,1715.7579,143.319454,-10.091502,17,0,0,0,30.55555556,27.77777778,0,8.888888889,5,0,0,48.33333333,0,0,5,10,0,0,0,0,0,0,0,10,0,4.444444444,687.2222222
2009,Great North East Channel,Reef top,8,7699.7486,143.3041625,-9.94842,2.575,0,0,0,0,167.8571429,0,46.875,12.5,0,39.0625,0,0,0,0,21.30681818,0,0,0,0,0,0,0,0,0,0,75.28409091
2009,Great North East Channel,Reef top buffer (200 m),5,5057.0385,143.31645,-9.990672,2.82,0,0,0,38.33333333,88.33333333,0,325,33.33333333,0,0,26.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,1325
2009,Seven Reefs,Reef edge,4,1374.2486,143.52513,-10.2086975,11,0,0,0,43.75,43.75,0,0,0,0,0,93.75,0,0,25,0,0,0,0,0,0,0,0,0,0,0,812.5
2019,Barrier,Reef edge,7,4263.384,143.9301586,-10.41028571,15.65714286,60.71428571,1.785714286,5.357142857,25,25,0,0,0,0,0,1.785714286,1.785714286,0,3.571428571,0,0,0,0,0,0,0,0,0,0,8.928571429,0
2019,Barrier,Reef top,1,2599.6257,143.93123,-10.40211,15.1,12.5,0,0,12.5,0,0,0,0,0,0,25,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Barrier,Reef top buffer (200 m),7,9341.0578,143.9257643,-10.41749143,,0,0,8.928571429,0,53.57142857,0,160.7142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.78571429,0
2019,Cumberland,Deep water,6,NA,143.9971573,-9.935921486,22.5,0,7.39379085,0,0,0,0,0,0,0,0,0,17.08666321,3.921568627,0,3.472222222,0,0,0,0,0,0,0,0,0,0,0
2019,Cumberland,Reef edge,19,4679.3081,143.8633163,-9.975244844,15.87222222,3.289473684,5.921052632,0,8.552631579,9.868421053,1.315789474,0,0,0,0,36.18421053,3.289473684,5.263157895,4.605263158,9.868421053,0,0,0,0,0,0,0,1.973684211,0,12.5,120.3947368
2019,Cumberland,Reef top,11,30938.7525,143.6954282,-10.03122818,3.3125,0,0,0,2.840909091,51.13636364,0,21.78030303,0,0,0,0,0,0,0,2.840909091,0,0,0,0,0,0,0,34.09090909,0,7.575757576,1079.545455
2019,Cumberland,Reef top buffer (200 m),14,13368.17,143.784655,-9.992138571,5.3,0,0,0,4.464285714,39.43452381,0,69.44444444,0,0,0,24.30555556,0,0,0,8.928571429,0,0,0,0,0,0,0,0,0,8.928571429,321.4285714
2019,Darnley,Deep water,9,NA,143.8122759,-9.565655556,22.4,0,0,0,0,0,0,0,0,0,0,0,13.88888889,0,0,0,0,0,0,0,0,0,0,5.787037037,12.81558375,0,0
2019,Darnley,Reef edge,14,3968.1495,143.686075,-9.632026429,16.01428571,0,0,0.892857143,9.821428571,4.464285714,0,0,0,0,0,44.04761905,3.571428571,2.083333333,2.678571429,16.96428571,0,0,0,0,0,0,0,18.75,0,1.19047619,208.9285714
2019,Darnley,Reef top,52,16169.2692,143.5725835,-9.531026994,17.65,0.240384615,0.961538462,0,2.283653846,47.95673077,0.721153846,5.608974359,0,0,3.605769231,2.163461538,1.322115385,0.240384615,3.725961538,6.25,0,0,1.602564103,0,0,0.961538462,0,8.012820513,2.203525641,0.480769231,43.50961538
2019,Darnley,Reef top buffer (200 m),14,10702.8236,143.7000479,-9.611406429,12.5,0,0,0,4.464285714,55.05952381,0,22.32142857,0,0,16.36904762,6.696428571,0,2.232142857,0,38.39285714,0,0,0,0,0,0,0,0,0,0,254.4642857
2019,Don Cay,Deep water,28,NA,144.0819039,-9.682305163,27.66071429,1.148000184,10.30416206,0,0,4.988649855,0,0,0,0,0,2.577143269,15.36146742,7.631257631,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Don Cay,Reef edge,19,2452.4908,144.0846611,-9.693711579,15.92352941,6.109022556,3.947368421,7.236842105,10.33834586,8.928571429,3.007518797,5.48245614,0,0,0,26.47243108,2.850877193,11.99874687,7.80075188,10.74561404,3.289473684,0,0,0,0,0,0,0,0,12.93859649,12.5
2019,Don Cay,Reef top,16,5213.6347,144.0792138,-9.717449375,11.4,14.84375,7.161458333,0.78125,58.59375,59.375,2.34375,12.5,0,0,3.90625,25.26041667,13.15104167,12.5,16.40625,6.770833333,0,0,0,0,0.78125,0,0,0,0,19.79166667,49.47916667
2019,Don Cay,Reef top buffer (200 m),41,6936.9415,144.1085874,-9.707993996,11.24,3.201219512,0,1.524390244,21.5034759,65.89557785,0,28.20121951,0,0,0.304878049,9.379786733,9.400406504,22.97705314,1.067073171,0.894014375,2.032520325,0,0,0,4.103961252,0,0,0,0,22.35772358,64.4934334
2019,Great North East Channel,Reef edge,3,1715.7579,143.3245733,-10.11939,17.26666667,0,0,0,33.33333333,4.166666667,0,8.333333333,0,0,0,54.16666667,0,0,0,4.166666667,0,0,0,0,0,0,0,0,0,0,100
2019,Great North East Channel,Reef top,2,7699.7486,143.32614,-10.107665,1,0,0,0,0,1062.5,0,62.5,312.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0
2019,Great North East Channel,Reef top buffer (200 m),1,5057.0385,143.34474,-10.11024,1,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
2019,Seven Reefs,Deep water,10,NA,143.702318,-10.3031062,37.03,2.673796791,4.113533525,0,0,2.673796791,0,0,0,0,0,0,10.37993602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Seven Reefs,Reef edge,8,1374.2486,143.6758638,-10.31461375,17.32857143,4.6875,12.5,1.5625,4.6875,54.6875,0,3.125,0,0,0,12.5,0,6.25,10.9375,1.5625,0,0,0,0,0,0,0,0,0,3.125,0
2019,Seven Reefs,Reef top,5,7384.4564,143.627138,-10.337938,12.15,0,0,0,0,51.65217391,0,0,0,0,0,8.152173913,0,4,0,0,0,0,0,0,0,0,0,0,0,4.717391304,2.717391304
2019,Seven Reefs,Reef top buffer (200 m),10,4984.565,143.6590984,-10.3229585,13.16666667,5,0,2.5,1.25,79.16666667,0,41.66666667,0,0,0,0,1.25,10,2.5,0,0,0,0,0,0,0,0,0,0,15.20833333,3.75
1995,Badu,Reef edge,19,2921.0305,142.1585158,-10.16708421,6.973684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631578947,0,0,0,0,0
1995,Badu,Reef top,53,8390.634,142.2377302,-10.29200566,2.966037736,0,0,0,0,4.716981132,0,0,4.716981132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Badu,Reef top buffer (200 m),8,8298.6201,142.2142125,-10.3014875,3.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Barrier,Reef edge,50,4263.384,143.950726,-10.3926108,16.54,1.875663055,0.360498593,0,0.280797622,0.193078324,0,20.99762427,0,0,0.196078431,0.293904865,0.744105516,0.27853138,1.020453009,0.206185567,0,0,0,0,0,0,0,0,0,4.763772278,0
1995,Barrier,Reef top,88,2599.6257,143.9432745,-10.41133932,3.198863636,0,0,0,0,0,0,11.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,19.88636364,0,0,0,5.681818182,0
1995,Barrier,Reef top buffer (200 m),39,9341.0578,143.9436777,-10.41112641,3.892307692,0,0,0,6.41025641,0,0,32.05128205,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82051282,0,0,0,12.82051282,0
1995,Cumberland,Reef edge,37,4679.3081,143.7785849,-10.01540459,18.67297297,0.182615047,1.891131638,0,0.911440785,2.815315315,0,0,0,0,0,2.456039297,0.489740355,0,1.764356494,0.921375921,0,0,0,0,0,0,0,0,0.307125307,1.69837131,0
1995,Cumberland,Reef top,136,30938.7525,143.7137855,-10.04332735,3.159558824,0,0,0,5.514705882,75.36764706,0,36.76470588,3.676470588,0,0,1.838235294,0,0,0,25.73529412,0,0,0,0,0,0,0,0,0,1.838235294,0
1995,Cumberland,Reef top buffer (200 m),27,13368.17,143.7676422,-10.02633667,4.081481481,0,0,0,0,83.33333333,0,55.55555556,0,0,0,46.2962963,0,0,0,18.51851852,0,0,0,0,0,0,0,0,0,9.259259259,0
1995,Darnley,Reef edge,43,3968.1495,143.7331142,-9.604127907,14.31860465,11.62790698,0,0,18.92819143,32.98373613,0,7.751937984,0,0,4.0374677,34.97166308,1.453488372,7.963354475,2.305027014,35.94080338,0,0,0,0,0,7.751937984,0,0,0,9.689922481,0
1995,Darnley,Reef top,167,16169.2692,143.7200372,-9.630292515,2.253892216,0.074850299,0,0,4.790419162,177.4326347,0,28.77994012,1.497005988,0,10.62874251,0.112275449,0,1.534431138,0.074850299,8.982035928,0,0,0,0,0,1.497005988,0,0,0,2.170658683,0
1995,Darnley,Reef top buffer (200 m),14,10702.8236,143.7637286,-9.686348571,2.314285714,0,0,0,0,160.7142857,0,37.94642857,0,0,0.446428571,0,0,0,0,18.30357143,0,0,0,0,0,0,0,0,0,0.892857143,0
1995,Don Cay,Reef edge,22,2452.4908,144.1259114,-9.682834545,23.53636364,10.0117944,12.15172246,0,2.619843924,14.17827939,0,0.366568915,0,0,8.816278143,24.45959448,14.72027829,12.58225516,2.859197108,1.36194612,0,0,0,0,0.264270613,0,0,0,2.941176471,3.355299657,0
1995,Don Cay,Reef top,13,5213.6347,144.1562523,-9.64006,5.246153846,4.967948718,4.487179487,0,5.913461538,29.35897436,0,4.134615385,0,0,4.487179487,10.17628205,9.935897436,15.38461538,0.881410256,0.641025641,0,0,0,0,0.961538462,0,0.641025641,0,0,14.34294872,0
1995,Don Cay,Reef top buffer (200 m),4,6936.9415,144.1193725,-9.6570375,4.475,17.1875,0,0,4.6875,37.5,0,3.125,0,0,0,4.6875,4.6875,21.875,0,1.5625,0,0,0,0,0,0,0,0,0,4.6875,0
1995,GBR,Reef edge,22,2964.637,144.0007805,-11.05395409,20.3,20.03460575,0,0,43.97005438,18.41235053,0,8.869725625,0,0,1.426024955,4.545454545,0,0.757575758,4.419191919,0.505050505,0,0,0,0,0,0,0,0,0.631313131,9.552742971,0
1995,GBR,Reef top,2,8624.4954,143.93841,-10.99116,5.7,6.25,0,0,29.6875,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,GBR,Reef top buffer (200 m),1,9230.0065,143.775,-10.6975,2.1,0,0,0,0,43.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Great North East Channel,Reef edge,22,1715.7579,143.3742727,-9.997904545,13.76818182,0,0,0,16.28787879,0,0,7.575757576,0,0,0,27.27272727,0,0,0,24.81060606,0,0,0,0,0,2.840909091,0,0,0,0,0
1995,Great North East Channel,Reef top,89,7699.7486,143.4041628,-9.917743933,2.206741573,0,0,0,14.04494382,61.79775281,0,36.51685393,5.617977528,0,2.808988764,11.23595506,0,0,0,14.04494382,0,0,0,0,0,0,0,0,0,0,0
1995,Great North East Channel,Reef top buffer (200 m),14,5057.0385,143.3795829,-10.11247786,3.178571429,0,0,0,35.71428571,17.85714286,0,89.28571429,17.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Mabuiag,Reef edge,48,1155.2044,142.3356167,-9.84383125,5.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Mabuiag,Reef top,149,8722.5112,142.325798,-9.847975839,2.004026846,0,0,0,0,41.94630872,0,10.06711409,6.711409396,0,0,0,0,0,0,1.677852349,0,0,0,0,0,0,0,0,0,0,0
1995,Mabuiag,Reef top buffer (200 m),29,4340.9188,142.3057241,-9.85452069,2.568965517,0,0,0,0,0,0,43.10344828,8.620689655,0,0,0,0,0,0,8.620689655,0,0,0,0,0,0,0,0,0,0,0
1995,PNG Warrior,Reef edge,30,NA,143.16894,-9.373843333,5.963333333,0,0,0,2.083333333,0,0,0,0,0,0,2.777777778,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0
1995,PNG Warrior,Reef top,102,NA,143.154448,-9.375418627,2.280392157,0,0,0,12.25490196,189.9509804,0,18.38235294,22.05882353,0,14.70588235,9.803921569,0,12.25490196,0,22.05882353,19.60784314,0,0,0,0,0,91.91176471,0,14.70588235,2.450980392,0
1995,Seven Reefs,Reef edge,6,1374.2486,143.59815,-10.38131667,9.233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Seven Reefs,Reef top,13,7384.4564,143.5953415,-10.37762692,10.23076923,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Seven Reefs,Reef top buffer (200 m),2,4984.565,143.59716,-10.394145,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,South east,Reef edge,16,979.1616,143.4460375,-10.50823125,7.9375,0,0,0,3.004807692,0.600961538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.206730769,0
1995,South east,Reef top,27,4169.6068,143.3684126,-10.50534074,4.466666667,0,0,0,0,18.51851852,0,9.259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,South east,Reef top buffer (200 m),7,3693.0614,143.4109886,-10.50316143,7.757142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0
1995,Thursday Island,Reef edge,9,2084.2405,142.1959444,-10.42328889,8.311111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Thursday Island,Reef top,73,6189.6844,142.1867507,-10.45064795,2.609589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.424657534,0,0
1995,Thursday Island,Reef top buffer (200 m),15,5207.9513,142.1865133,-10.48733333,2.786666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Warraber,Reef edge,24,1029.1629,142.9199125,-10.055575,8.754166667,0,0,0,0,0,0,0,10.41666667,0,0,0,0,0,0,19.27083333,0,0,0,0,0,0,0,0,0,0,0
1995,Warraber,Reef top,80,11045.5675,142.9320113,-10.0521575,1.9075,0,0,0,9.375,600,0,43.75,40.625,0,9.375,0,0,0,0,15.625,0,0,0,0,0,9.375,25,0,0,0,0
1995,Warraber,Reef top buffer (200 m),3,3421.563,142.8575667,-10.16133333,1.866666667,0,0,0,0,0,0,0,166.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
